deg,cs,E
29.999999999999996,55020.7595640923,126
30.120120120120124,53643.71793483325,126
30.240240240240244,52301.95322884672,126
30.360360360360364,50994.506943535416,126
30.48048048048048,49720.4489337484,126
30.6006006006006,48478.876487062684,126
30.72072072072072,47268.9134323222,126
30.84084084084084,46089.70928012182,126
30.96096096096096,44940.438393980745,126
31.08108108108108,43820.29919100318,126
31.201201201201197,42728.51337087476,126
31.321321321321324,41664.32517209378,126
31.441441441441444,40627.00065438172,126
31.561561561561565,39615.82700626178,126
31.68168168168168,38630.1118768382,126
31.8018018018018,37669.182730848996,126
31.92192192192192,36732.38622610195,126
32.04204204204204,35819.08761244368,126
32.16216216216216,34928.67015144388,126
32.28228228228228,34060.53455601327,126
32.4024024024024,33214.09844920346,126
32.52252252252253,32388.79584147032,126
32.64264264264264,31584.076625708803,126
32.76276276276276,30799.406089399017,126
32.88288288288288,30034.264443226384,126
33.003003003003,29288.14636556768,126
33.12312312312312,28560.560562256913,126
33.24324324324324,27851.02934106982,126
33.36336336336336,27159.088200388098,126
33.48348348348348,26484.285431525404,126
33.6036036036036,25826.181734218622,126
33.72372372372373,25184.34984480627,126
33.84384384384384,24558.3741766366,126
33.96396396396396,23947.850472264174,126
34.08408408408408,23352.38546701183,126
34.2042042042042,22771.596563492112,126
34.32432432432432,22205.11151669634,126
34.44444444444444,21652.568129276715,126
34.56456456456456,21113.61395665955,126
34.68468468468468,20587.90602164313,126
34.8048048048048,20075.110538145913,126
34.92492492492493,19574.902643784397,126
35.04504504504504,19086.966140971585,126
35.16516516516516,18610.99324623943,126
35.28528528528528,18146.684347499224,126
35.4054054054054,17693.747768964913,126
35.525525525525524,17251.899543475196,126
35.645645645645644,16820.863191959394,126
35.765765765765764,16400.36950980202,126
35.885885885885884,15990.156359870514,126
36.006006006006004,15589.968471978316,126
36.126126126126124,15199.55724856522,126
36.246246246246244,14818.680576383797,126
36.366366366366364,14447.10264398945,126
36.486486486486484,14084.593764838433,126
36.606606606606604,13730.930205805513,126
36.726726726726724,13385.894020940164,126
36.846846846846844,13049.27289028621,126
36.966966966966964,12720.859963596637,126
37.087087087087085,12400.453708781246,126
37.207207207207205,12087.85776493038,126
37.327327327327325,11782.880799764465,126
37.447447447447445,11485.336371362973,126
37.567567567567565,11195.042794033743,126
37.687687687687685,10911.823008186042,126
37.807807807807805,10635.504454078258,126
37.927927927927925,10365.918949313274,126
38.048048048048045,10102.902569961003,126
38.168168168168165,9846.295535190102,126
38.288288288288285,9595.942095296847,126
38.408408408408405,9351.69042302127,126
38.528528528528525,9113.392508045703,126
38.648648648648646,8880.904054574195,126
38.768768768768766,8654.084381894536,126
38.888888888888886,8432.796327828337,126
39.009009009009006,8216.906154977829,126
39.129129129129126,8006.283459680978,126
39.249249249249246,7800.80108358974,126
39.369369369369366,7600.33502778924,126
39.489489489489486,7404.764369378164,126
39.609609609609606,7213.9711804337585,126
39.729729729729726,7027.8404492870895,126
39.849849849849846,6846.260004036958,126
39.969969969969966,6669.120438233082,126
40.09009009009009,6496.315038661823,126
40.21021021021021,6327.739715169362,126
40.33033033033033,6163.292932460243,126
40.45045045045045,6002.875643810427,126
40.57057057057057,5846.391226636673,126
40.69069069069069,5693.745419865612,126
40.81081081081081,5544.846263047839,126
40.93093093093093,5399.604037164336,126
41.05105105105105,5257.931207073918,126
41.17117117117117,5119.742365552433,126
41.29129129129129,4984.954178875858,126
41.41141141141141,4853.485333900887,126
41.53153153153153,4725.256486598563,126
41.65165165165165,4600.1902119973465,126
41.77177177177177,4478.210955493957,126
41.89189189189189,4359.244985491195,126
42.01201201201201,4243.220347323812,126
42.13213213213213,4130.066818434087,126
42.252252252252255,4019.715864760668,126
42.37237237237237,3912.100598304866,126
42.49249249249249,3807.1557358399964,126
42.61261261261261,3704.8175587304418,126
42.73273273273273,3605.023873828046,126
42.852852852852855,3507.7139754146237,126
42.972972972972975,3412.828608160244,126
43.093093093093096,3320.30993106786,126
43.213213213213216,3230.101482375992,126
43.33333333333334,3142.1481453918236,126
43.453453453453456,3056.396115227995,126
43.573573573573576,2972.7928664173446,126
43.693693693693696,2891.287121380402,126
43.813813813813816,2811.828819721488,126
43.933933933933936,2734.3690883297572,126
44.054054054054056,2658.860212262512,126
44.174174174174176,2585.2556063885336,126
44.294294294294296,2513.509787770121,126
44.414414414414416,2443.5783487629537,126
44.534534534534544,2375.4179308137723,126
44.65465465465466,2308.9861989361702,126
44.77477477477478,2244.2418168456943,126
44.8948948948949,2181.1444227358224,126
45.01501501501502,2119.6546056770253,126
45.13513513513514,2059.73388262165,126
45.25525525525526,2001.3446759977635,126
45.37537537537538,1944.4502918758972,126
45.4954954954955,1889.0148986927006,126
45.61561561561562,1835.0035065163488,126
45.735735735735744,1782.3819468388124,126
45.85585585585586,1731.1168528805686,126
45.97597597597598,1681.175640393783,126
46.0960960960961,1632.5264889504053,126
46.21621621621622,1585.138323701994,126
46.33633633633634,1538.9807975984795,126
46.45645645645646,1494.0242740535057,126
46.57657657657658,1450.2398100442283,126
46.6966966966967,1407.5991396339373,126
46.81681681681682,1366.0746579061513,126
46.936936936936945,1325.6394052990672,126
47.05705705705706,1286.2670523298234,126
47.17717717717718,1247.9318846979954,126
47.2972972972973,1210.6087887583926,126
47.41741741741742,1174.273237353207,126
47.53753753753754,1138.9012759941222,126
47.65765765765766,1104.4695093850053,126
47.77777777777778,1070.9550882762921,126
47.8978978978979,1038.3356966422693,126
48.01801801801802,1006.589539172804,126
48.138138138138146,975.6953290712535,126
48.25825825825826,945.6322761505759,126
48.37837837837838,916.3800752198133,126
48.4984984984985,887.9188947534165,126
48.61861861861862,860.2293658360502,126
48.73873873873874,833.2925713757321,126
48.85885885885886,807.0900355783351,126
48.97897897897898,781.6037136767462,126
49.0990990990991,756.815981908076,126
49.21921921921922,732.7096277325527,126
49.33933933933935,709.2678402879038,126
49.45945945945946,686.4742010731622,126
49.57957957957958,664.3126748560633,126
49.6996996996997,642.7676007983084,126
49.81981981981982,621.8236837931365,126
49.93993993993994,601.4659860098446,126
50.06006006006006,581.6799186399496,126
50.18018018018018,562.4512338399429,126
50.3003003003003,543.7660168656315,126
50.42042042042042,525.6106783932504,126
50.54054054054055,507.97194702264096,126
50.66066066066066,490.83686195793,126
50.78078078078078,474.19276586123715,126
50.9009009009009,458.02729787509867,126
51.02102102102102,442.32838680940176,126
51.14114114114114,427.08424448869664,126
51.26126126126126,412.28335925592893,126
51.38138138138138,397.9144896286804,126
51.5015015015015,383.96665810416175,126
51.62162162162162,370.42914510926244,126
51.74174174174175,357.29148309206295,126
51.86186186186186,344.5434507513635,126
51.98198198198198,332.1750674007749,126
52.1021021021021,320.1765874641233,126
52.22222222222222,308.53849509890506,126
52.34234234234234,297.2514989446929,126
52.46246246246246,286.3065269934014,126
52.58258258258258,275.6947215784832,126
52.7027027027027,265.40743448013086,126
52.82282282282282,255.43622214367318,126
52.94294294294294,245.77284100842144,126
53.06306306306306,236.4092429442955,126
53.18318318318318,227.3375707936153,126
53.3033033033033,218.55015401551896,126
53.42342342342342,210.0395044305542,126
53.54354354354354,201.7983120630027,126
53.66366366366366,193.8194410786187,126
53.78378378378378,186.0959258154779,126
53.9039039039039,178.62096690571983,126
54.02402402402402,171.38792748599994,126
54.14414414414414,164.3903294945433,126
54.26426426426427,157.6218500527436,126
54.38438438438438,151.07631792928117,126
54.5045045045045,144.7477100848135,126
54.62462462462462,138.63014829532773,126
54.74474474474474,132.7178958522908,126
54.86486486486486,127.00535433778522,126
54.98498498498498,121.48706047285675,126
55.1051051051051,116.15768303736061,126
55.22522522522522,111.01201985961062,126
55.34534534534534,106.04499487420942,126
55.46546546546547,101.25165524644524,126
55.585585585585584,96.62716856170482,126
55.70570570570571,92.16682007838658,126
55.82582582582583,87.86601004282409,126
55.94594594594595,83.7202510647795,126
56.06606606606607,79.72516555209799,126
56.18618618618619,75.8764832031454,126
56.30630630630631,72.17003855569165,126
56.42642642642643,68.60176859093124,126
56.54654654654656,65.1677103913616,126
56.66666666666667,61.86399885128316,126
56.78678678678679,58.686864438696986,126
56.90690690690691,55.63263100742413,126
57.02702702702703,52.69771365828643,126
57.14714714714715,49.87861664822302,126
57.26726726726727,47.171931346241976,126
57.38738738738739,44.57433423513515,126
57.50750750750751,42.08258495790631,126
57.62762762762763,39.69352440789369,126
57.74774774774775,37.404072861586016,126
57.86786786786787,35.21122815316155,126
57.987987987987985,33.112063889800105,126
58.108108108108105,31.103727706835908,126
58.228228228228225,29.18343956185492,126
58.34834834834836,27.34849006684356,126
58.46846846846848,25.59623885753643,126
58.5885885885886,23.924112999109784,126
58.70870870870872,22.329605427411288,126
58.82882882882884,20.8102734249135,126
58.94894894894896,19.36373713061487,126
59.06906906906907,17.987678083118514,126
59.18918918918919,16.6798377961465,126
59.30930930930931,15.438016365756026,126
59.42942942942943,14.26007110855077,126
59.54954954954955,13.14391523018693,126
59.66966966966967,12.087516523499337,126
59.78978978978979,11.088896095582662,126
59.90990990990991,10.146127123180314,126
60.030030030030034,9.25733363574965,126
60.150150150150154,8.420689325585057,126
60.270270270270274,7.63441638439606,126
60.39039039039039,6.896784365751249,126
60.51051051051051,6.206109072813004,126
60.63063063063063,5.560751470799644,126
60.75075075075076,4.959116623626973,126
60.87087087087088,4.399652654192929,126
60.990990990991,3.880849727779783,126
61.11111111111112,3.401239058062988,126
61.23123123123124,2.959391935226707,126
61.35135135135136,2.5539187756964985,126
61.471471471471475,2.1834681930113335,126
61.591591591591595,1.8467260893697581,126
61.711711711711715,1.5424147673922175,126
61.831831831831835,1.2692920616562062,126
61.951951951951955,1.02615048956665,126
62.072072072072075,0.8118164211378676,126
62.192192192192195,0.6251492672697875,126
62.312312312312315,0.46504068611337285,126
62.432432432432435,0.3304138071269419,126
62.552552552552555,0.22022247243583543,126
62.672672672672675,0.1334504951159595,126
62.79279279279279,0.06911093402993884,126
62.91291291291291,0.026245384853955035,126
63.03303303303303,0.003923286940434927,126
63.15315315315316,0.0012412456705021147,126
63.27327327327328,0.017322369957454963,126
63.3933933933934,0.05131562457028961,126
63.51351351351352,0.1023951969536532,126
63.63363363363364,0.16975987822786637,126
63.75375375375376,0.25263245805972856,126
63.873873873873876,0.3502591331015787,126
63.993993993993996,0.4619089287030937,126
64.11411411411412,0.5868731336066285,126
64.23423423423424,0.7244647473434198,126
64.35435435435436,0.8740179400542752,126
64.47447447447448,1.0348875244644953,126
64.5945945945946,1.206448439748543,126
64.71471471471472,1.3880952470264059,126
64.83483483483484,1.579241636238248,126
64.95495495495496,1.7793199441510061,126
65.07507507507508,1.9877806832544256,126
65.1951951951952,2.2040920813107427,126
65.31531531531532,2.4277396313259776,126
65.43543543543544,2.6582256517180425,126
65.55555555555557,2.895068856458867,126
65.67567567567568,3.137803934975382,126
65.7957957957958,3.3859811415975267,126
65.91591591591592,3.6391658943457537,126
66.03603603603604,3.896938382856293,126
66.15615615615616,4.158893185245491,126
66.27627627627628,4.42463889372012,126
66.3963963963964,4.693797748743886,126
66.51651651651652,4.966005281573931,126
66.63663663663664,5.240909964988001,126
66.75675675675676,5.518172872022308,126
66.87687687687688,5.797467342548646,126
66.996996996997,6.078478657519455,126
67.11711711711712,6.360903720716009,126
67.23723723723724,6.644450747835448,126
67.35735735735736,6.928838962759697,126
67.47747747747748,7.213798300848706,126
67.5975975975976,7.499069119107245,126
67.71771771771772,7.7844019130751105,126
67.83783783783784,8.069557040296136,126
67.95795795795797,8.354304450222294,126
68.07807807807808,8.63842342041356,126
68.1981981981982,8.921702298898246,126
68.31831831831832,9.20393825255775,126
68.43843843843844,9.48493702140739,126
68.55855855855856,9.764512678643404,126
68.67867867867868,10.042487396332401,126
68.7987987987988,10.31869121661969,126
68.91891891891892,10.592961828336911,126
69.03903903903904,10.86514434889155,126
69.15915915915916,11.135091111323565,126
69.27927927927928,11.402661456416645,126
69.3993993993994,11.667721529753933,126
69.51951951951952,11.930144083610738,126
69.63963963963964,12.189808283578756,126
69.75975975975976,12.446599519818555,126
69.87987987987988,12.700409222839786,126
70.0,12.951134683709595,126
70.12012012012012,13.198678878593277,126
70.24024024024024,13.442950297531922,126
70.36036036036036,13.683862777365059,126
70.48048048048048,13.921335338706797,126
70.6006006006006,14.155292026887205,126
70.72072072072072,14.38566175677247,126
70.84084084084084,14.612378161377716,126
70.96096096096096,14.835379444190087,126
71.08108108108108,15.054608235120496,126
71.2012012012012,15.270011450004008,126
71.32132132132132,15.481540153571075,126
71.44144144144144,15.689149425812879,126
71.56156156156156,15.892798231666681,126
71.68168168168168,16.092449293946824,126
71.8018018018018,16.288068969450933,126
71.92192192192192,16.479627128170275,126
72.04204204204204,16.667097035536134,126
72.16216216216216,16.850455237634453,126
72.28228228228228,17.02968144932365,126
72.4024024024024,17.204758445190368,126
72.52252252252252,17.375671953280786,126
72.64264264264264,17.542410551545444,126
72.76276276276276,17.704965566937013,126
72.8828828828829,17.863330977102287,126
73.003003003003,18.01750331460993,126
73.12312312312312,18.167481573657955,126
73.24324324324324,18.313267119204617,126
73.36336336336336,18.454863598469377,126
73.48348348348348,18.592276854749798,126
73.6036036036036,18.72551484350295,126
73.72372372372372,18.85458755064019,126
73.84384384384384,18.979506912985343,126
73.96396396396396,19.100286740847558,126
74.08408408408408,19.216942642660943,126
74.2042042042042,19.329491951644265,126
74.32432432432432,19.437953654434892,126
74.44444444444444,19.542348321652128,126
74.56456456456456,19.642698040345902,126
74.68468468468468,19.73902634828815,126
74.8048048048048,19.83135817006454,126
74.92492492492492,19.919719754925474,126
75.04504504504504,20.004138616356073,126
75.16516516516516,20.084643473325713,126
75.2852852852853,20.161264193178337,126
75.4054054054054,20.23403173612596,126
75.52552552552552,20.302978101308216,126
75.64564564564564,20.36813627438177,126
75.76576576576576,20.42954017660403,126
75.88588588588588,20.4872246153768,126
76.006006006006,20.541225236215304,126
76.12612612612612,20.591578476110012,126
76.24624624624624,20.63832151824815,126
76.36636636636636,20.681492248063478,126
76.48648648648648,20.721129210582745,126
76.6066066066066,20.75727156903869,126
76.72672672672672,20.789959064719483,126
76.84684684684684,20.81923197802541,126
76.96696696696696,20.84513109070428,126
77.08708708708708,20.867697649237353,126
77.2072072072072,20.886973329348727,126
77.32732732732732,20.90300020161094,126
77.44744744744744,20.915820698120914,126
77.56756756756756,20.92547758022022,126
77.6876876876877,20.932013907234904,126
77.8078078078078,20.93547300620976,126
77.92792792792793,20.93589844261369,126
78.04804804804805,20.933333991991685,126
78.16816816816817,20.92782361254128,126
78.28828828828829,20.91941141859024,126
78.4084084084084,20.908141654953784,126
78.52852852852853,20.894058672149598,126
78.64864864864865,20.87720690244955,126
78.76876876876877,20.857630836747344,126
78.88888888888889,20.83537500222204,126
79.009009009009,20.81048394077749,126
79.12912912912913,20.78300218823842,126
79.24924924924925,20.752974254284023,126
79.36936936936937,20.720444603100997,126
79.48948948948949,20.68545763473716,126
79.6096096096096,20.64805766713859,126
79.72972972972973,20.608288918852583,126
79.84984984984985,20.566195492379446,126
79.96996996996997,20.52182135815671,126
80.0900900900901,20.47521033915925,126
80.2102102102102,20.426406096099754,126
80.33033033033033,20.375452113213594,126
80.45045045045045,20.32239168461336,126
80.57057057057057,20.267267901197776,126
80.69069069069069,20.21012363810067,126
80.8108108108108,20.15100154266591,126
80.93093093093093,20.08994402293391,126
81.05105105105105,20.026993236626772,126
81.17117117117117,19.962191080618208,126
81.29129129129129,19.895579180875654,126
81.41141141141142,19.827198882861396,126
81.53153153153153,19.757091242380888,126
81.65165165165166,19.685297016865533,126
81.77177177177177,19.61185665707845,126
81.8918918918919,19.536810299231295,126
82.01201201201201,19.460197757501216,126
82.13213213213214,19.382058516936198,126
82.25225225225225,19.302431726738725,126
82.37237237237238,19.221356193916392,126
82.49249249249249,19.138870377289837,126
82.61261261261262,19.055012381847067,126
82.73273273273273,18.969819953435202,126
82.85285285285286,18.883330473778916,126
82.97297297297297,18.79558095581722,126
83.0930930930931,18.70660803934842,126
83.21321321321321,18.61644798697478,126
83.33333333333334,18.525136680337837,126
83.45345345345345,18.432709616635947,126
83.57357357357358,18.339201905415244,126
83.69369369369369,18.244648265626484,126
83.81381381381382,18.14908302293891,126
83.93393393393393,18.05254010730394,126
84.05405405405406,17.955053050760732,126
84.17417417417417,17.85665498547632,126
84.2942942942943,17.75737864201254,126
84.41441441441441,17.657256347813558,126
84.53453453453454,17.556320025905762,126
84.65465465465465,17.454601193804503,126
84.7747747747748,17.352130962619984,126
84.89489489489489,17.24894003635666,126
85.01501501501502,17.145058711399,126
85.13513513513513,17.040516876178412,126
85.25525525525526,16.935344011014127,126
85.37537537537537,16.829569188123457,126
85.4954954954955,16.723221071794377,126
85.61561561561561,16.616327918716063,126
85.73573573573574,16.50891757846085,126
85.85585585585585,16.40101749411312,126
85.97597597597598,16.29265470303929,126
86.09609609609609,16.18385583779433,126
86.21621621621622,16.074647127159356,126
86.33633633633633,15.96505439730616,126
86.45645645645646,15.855103073083004,126
86.57657657657657,15.744818179418234,126
86.6966966966967,15.634224342836033,126
86.81681681681681,15.523345793081214,126
86.93693693693695,15.412206364847572,126
87.05705705705705,15.300829499606767,126
87.1771771771772,15.18923824753249,126
87.29729729729729,15.077455269517483,126
87.41741741741743,14.965502839278004,126
87.53753753753753,14.853402845543316,126
87.65765765765767,14.741176794325535,126
87.77777777777777,14.628845811267132,126
87.8978978978979,14.516430644061948,126
88.01801801801801,14.403951664946883,126
88.13813813813815,14.2914288732607,126
88.25825825825825,14.17888189806684,126
88.37837837837839,14.066330000837112,126
88.49849849849849,13.953792078193258,126
88.61861861861863,13.841286664703564,126
88.73873873873873,13.728831935731497,126
88.85885885885887,13.616445710333542,126
88.97897897897897,13.50414545420391,126
89.0990990990991,13.39194828266297,126
89.21921921921921,13.27987096368729,126
89.33933933933935,13.167929920978356,126
89.45945945945945,13.056141237068276,126
89.5795795795796,12.944520656459078,126
89.69969969969969,12.833083588794468,126
89.81981981981983,12.721845112060654,126
89.93993993993993,12.610819975815373,126
90.06006006006007,12.500022604441753,126
90.18018018018017,12.389467100425968,126
90.30030030030031,12.279167247656043,126
90.42042042042041,12.16913651474046,126
90.54054054054055,12.059388058344187,126
90.66066066066065,11.949934726540661,126
90.78078078078079,11.840789062177882,126
90.9009009009009,11.731963306257041,126
91.02102102102103,11.623469401321573,126
91.14114114114113,11.515318994855921,126
91.26126126126127,11.407523442691407,126
91.38138138138137,11.300093812418751,126
91.50150150150151,11.193040886804836,126
91.62162162162161,11.086375167213147,126
91.74174174174175,10.980106877025955,126
91.86186186186185,10.874245965067278,126
91.981981981982,10.768802109024946,126
92.1021021021021,10.663784718871305,126
92.22222222222223,10.559202940280164,126
92.34234234234235,10.455065658040455,126
92.46246246246247,10.351381499463677,126
92.58258258258257,10.24815883778565,126
92.70270270270271,10.145405795560627,126
92.82282282282281,10.043130248046905,126
92.94294294294295,9.941339826583356,126
93.06306306306305,9.84004192195552,126
93.18318318318319,9.739243687750479,126
93.3033033033033,9.638952043699899,126
93.42342342342343,9.539173679010023,126
93.54354354354354,9.439915055678213,126
93.66366366366367,9.341182411794938,126
93.78378378378378,9.242981764830706,126
93.90390390390391,9.145318914907064,126
94.02402402402403,9.048199448051243,126
94.14414414414415,8.951628739433414,126
94.26426426426427,8.855611956586298,126
94.3843843843844,8.760154062606432,126
94.50450450450451,8.66525981933625,126
94.62462462462463,8.570933790526947,126
94.74474474474475,8.47718034498103,126
94.86486486486487,8.38400365967464,126
94.98498498498499,8.29140772285862,126
95.10510510510511,8.199396337138317,126
95.22522522522523,8.10797312253134,126
95.34534534534535,8.017141519503287,126
95.46546546546547,7.926904791980416,126
95.58558558558559,7.837266030339705,126
95.70570570570571,7.748228154375185,126
95.82582582582583,7.659793916240741,126
95.94594594594595,7.571965903368783,126
96.06606606606607,7.484746541364738,126
96.18618618618619,7.398138096876739,126
96.30630630630631,7.312142680440663,126
96.42642642642643,7.226762249300007,126
96.54654654654655,7.141998610200397,126
96.66666666666667,7.057853422158666,126
96.7867867867868,6.9743281992060995,126
96.90690690690693,6.891424313106047,126
97.02702702702703,6.8091429960450816,126
97.14714714714715,6.727485343298329,126
97.26726726726727,6.646452315868249,126
97.38738738738739,6.566044743097008,126
97.50750750750751,6.486263325252294,126
97.62762762762763,6.407108636086468,126
97.74774774774775,6.3285811253689275,126
97.86786786786787,6.250681121391725,126
97.98798798798799,6.173408833448146,126
98.10810810810811,6.0967643542845344,126
98.22822822822823,6.020747662525109,126
98.34834834834835,5.945358625069554,126
98.46846846846847,5.870596999463907,126
98.58858858858859,5.796462436244247,126
98.70870870870871,5.7229544812533195,126
98.82882882882883,5.650072577930227,126
98.94894894894895,5.5778160695730605,126
99.06906906906907,5.506184201574555,126
99.18918918918921,5.435176123630868,126
99.30930930930933,5.364790891923364,126
99.42942942942943,5.295027471273618,126
99.54954954954955,5.225884737271545,126
99.66966966966967,5.157361478376963,126
99.7897897897898,5.089456397994304,126
99.90990990990991,5.022168116520935,126
100.03003003003003,4.955495173368862,126
100.15015015015015,4.889436028960085,126
100.27027027027027,4.823989066695678,126
100.3903903903904,4.759152594898646,126
100.51051051051051,4.694924848730731,126
100.63063063063063,4.631303992083163,126
100.75075075075075,4.568288119441724,126
100.87087087087087,4.505875257725879,126
100.990990990991,4.444063368102528,126
101.11111111111111,4.382850347774133,126
101.23123123123123,4.322234031741587,126
101.35135135135135,4.26221219454196,126
101.47147147147147,4.202782551961109,126
101.5915915915916,4.143942762721453,126
101.71171171171173,4.085690430145091,126
101.83183183183183,4.028023103792204,126
101.95195195195195,3.9709382810752367,126
102.07207207207207,3.9144334088486503,126
102.1921921921922,3.858505884974735,126
102.31231231231232,3.8031530598654943,126
102.43243243243244,3.74837223800076,126
102.55255255255256,3.6941606794227426,126
102.67267267267268,3.6405156012073023,126
102.7927927927928,3.58743417891192,126
102.91291291291292,3.534913548000713,126
103.03303303303304,3.482950805246626,126
103.15315315315316,3.4315430101109268,126
103.27327327327328,3.3806871861003223,126
103.3933933933934,3.330380322101755,126
103.51351351351352,3.280619373695244,126
103.63363363363364,3.2314012644446137,126
103.75375375375376,3.1827228871668485,126
103.87387387387388,3.1345811051797203,126
103.993993993994,3.0869727535282196,126
104.11411411411413,3.0398946401899707,126
104.23423423423424,2.993343547259624,126
104.35435435435436,2.9473162321126334,126
104.47447447447448,2.901809428548518,126
104.5945945945946,2.856819847913942,126
104.71471471471472,2.8123441802055122,126
104.83483483483484,2.7683790951528997,126
104.95495495495496,2.724921243282124,126
105.07507507507508,2.681967256959528,126
105.1951951951952,2.6395137514162803,126
105.31531531531532,2.597557325754035,126
105.43543543543544,2.5560945639315156,126
105.55555555555556,2.515122035732632,126
105.67567567567568,2.4746362977160308,126
105.7957957957958,2.4346338941464056,126
105.91591591591592,2.3951113579078394,126
106.03603603603604,2.3560652113992386,126
106.15615615615616,2.3174919674121206,126
106.27627627627628,2.27938812999103,126
106.3963963963964,2.2417501952766976,126
106.51651651651653,2.2045746523321936,126
106.63663663663665,2.167857983952185,126
106.75675675675676,2.1315966674556495,126
106.87687687687688,2.095787175462194,126
106.996996996997,2.060425976652027,126
107.11711711711712,2.025509536509999,126
107.23723723723724,1.9910343180538885,126
107.35735735735736,1.9569967825469021,126
107.47747747747748,1.9233933901948639,126
107.5975975975976,1.8902206008281737,126
107.71771771771772,1.8574748745686869,126
107.83783783783784,1.825152672481794,126
107.95795795795796,1.7932504572138293,126
108.07807807807808,1.7617646936150755,126
108.1981981981982,1.7306918493484638,126
108.31831831831832,1.700028395484216,126
108.43843843843844,1.6697708070806556,126
108.55855855855856,1.6399155637513017,126
108.67867867867868,1.6104591502184225,126
108.7987987987988,1.5813980568533434,126
108.91891891891893,1.5527287802036172,126
109.03903903903905,1.5244478235072239,126
109.15915915915916,1.496551697194028,126
109.27927927927928,1.469036919374655,126
109.3993993993994,1.441900016316998,126
109.51951951951952,1.4151375229104608,126
109.63963963963964,1.3887459831182147,126
109.75975975975976,1.3627219504175228,126
109.87987987987988,1.337061988228512,126
110.0,1.3117626703312437,126
110.12012012012012,1.2868205812716178,126
110.24024024024024,1.26223231675603,126
110.36036036036036,1.237994484035028,126
110.48048048048048,1.2141037022761396,126
110.6006006006006,1.1905566029261112,126
110.72072072072072,1.1673498300625524,126
110.84084084084084,1.1444800407352933,126
110.96096096096096,1.1219439052975888,126
111.08108108108108,1.0997381077272972,126
111.2012012012012,1.0778593459382282,126
111.32132132132134,1.0563043320817662,126
111.44144144144146,1.035069792839023,126
111.56156156156156,1.0141524697035746,126
111.68168168168168,0.9935491192549707,126
111.8018018018018,0.9732565134232154,126
111.92192192192192,0.9532714397443199,126
